Name,Ascendant
Traci Lords,Libra
Britney Spears,Libra
Billy Connolly,Libra
Greg Kinnear,Libra
Andrew McCarthy,Libra
Debbie Reynolds,Libra
Mark Harmon,Libra
Anne Heche,Libra
Dudley Moore,Libra
Cameron Mackintosh,Libra
Donald McHenry,Libra
Oleg Menshikov,Libra
Tatum O'Neal,Libra
Angus Young,Libra
Neil Diamond,Libra
Phil Collins,Libra
Kirk Hammett,Libra
Kenny Rogers,Libra
Stevie Wonder,Libra
Al Jardine,Libra
Michael Stipe,Libra
John Densmore,Libra
Robby Krieger,Libra
Lucas Digne,Libra
Mickaël Landreau,Libra
Karl May,Libra
Maura Tierney,Libra
Sidney Poitier,Libra
Silvio Berlusconi,Libra
Harry Styles,Libra
Ted Cruz,Libra
Ricki Lake,Libra
Kris Kristofferson,Libra
John F. Kennedy,Libra
Yoko Ono,Libra
Ruth Gordon,Libra
Alexandra Maria Lara,Libra
Judy Blume,Libra
Harper Lee,Libra
James Brolin,Libra
Gene Simmons,Libra
Jon Bon Jovi,Libra
Eric Clapton,Libra
Jerry Garcia,Libra
Tom Brady,Libra
Venus Williams,Libra
Dara Singh,Libra
Varun Dhawan,Libra
Omar Sharif,Libra
Adolphe Menjou,Libra
Alain Delon,Libra
Bing Crosby,Libra
Charles Bickford,Libra
Deborah Kerr,Libra
Emmanuelle Devos,Libra
Fredric March,Libra
Gracie Fields,Libra
Jane Wyman,Libra
Lew Ayres,Libra
Neal McDonough,Libra
Tyrone Power,Libra
Scott Wolf,Libra
Guillaume Canet,Libra
Jean Harlow,Libra
Bill Mumy,Libra
Til Schweiger,Libra
Robert Carradine,Libra
Zoë Kravitz,Libra
Laetitia Casta,Libra
Sam Waterston,Libra
Niall Horan,Libra
Rupert Everett,Libra
Raven-Symoné,Libra
Cat Stevens,Libra
Tony Randall,Libra
Arthur Ashe,Libra
Daniel Berrigan,Libra
Kareem Abdul-Jabbar,Libra
Chuck Barris,Libra
Sam Lloyd,Libra
Aida Turturro,Libra
Nancy Reagan,Libra
Nelson Rockefeller,Libra
Leah Remini,Libra
Carole King,Libra
Etta James,Libra
Anni-Frid Lyngstad,Libra
Chrissie Hynde,Libra
Petula Clark,Libra
Avril Lavigne,Libra
Amy Grant,Libra
Nana Mouskouri,Libra
Nena,Libra
Charlotte Church,Libra
Paula Abdul,Libra
Keri Hilson,Libra
Alice Cooper,Libra
Aaron Lewis,Libra
Arthur Rimbaud,Libra
Frank Herbert,Libra
Richard Chamberlain,Libra
Jason Collins,Libra
Muhammad Iqbal,Libra
Christina Rossetti,Libra
Harpo Marx,Libra
Kendrick Lamar,Libra
Martin Kemp,Libra
Colin Quinn,Libra
Michelle Branch,Libra
Dottie West,Libra
Donna Fargo,Libra
Helena Christensen,Libra
Adriana Karembeu,Libra
John Mayer,Libra
Ross Rebagliati,Libra
Barbara Walters,Libra
Jerry Springer,Libra
Mikhail Lermontov,Libra
Anderson Cooper,Libra
Joe Jonas,Libra
Ned Beatty,Libra
Sarah Palin,Libra
Adam Lambert,Libra
Pete Burns,Libra
Grant Hart,Libra
Ramses Shaffy,Libra
Milton Friedman,Libra
Daria Nicolodi,Libra
Laura Pausini,Libra
Fabien Pelous,Libra
Anne Baxter,Libra
Harrison Ford,Libra
Javier Bardem,Libra
Mimi Hines,Libra
Anne Francis,Libra
Shemar Moore,Libra
Terence Stamp,Libra
Craig Ferguson,Libra
Omar Sy,Libra
Mathieu Valbuena,Libra
Harry Dean Stanton,Libra
Arthur Miller,Libra
Bernard Pivot,Libra
Suzanne Pleshette,Libra
Jean-Paul Rouve,Libra
Janet Street-Porter,Libra
Victoria Tennant,Libra
Twyla Tharp,Libra
Betty Thomas,Libra
Andreas Vollenweider,Libra
Ken Wilber,Libra
Julia Zemiro,Libra
Marcello Abbado,Libra
Armi Aavikko,Libra
Dawn Addams,Libra
Jean-Hugues Anglade,Libra
Alberto Ascari,Libra
David Auradou,Libra
Kristina Bach,Libra
Gino Bartali,Libra
Jacques Baratier,Libra
Amiri Baraka,Libra
Vivica Bandler,Libra
Josiane Balasko,Libra
Chet Baker,Libra
Thomas Beatie,Libra
Lou Bega,Libra
Eva Bartok,Libra
Maggie Bell,Libra
Lynda Bellingham,Libra
Thomas Bernhard,Libra
Bill Bixby,Libra
Michel Blanc,Libra
Felix Bloch,Libra
Sonny Bono,Libra
Robert Bork,Libra
Frank Borman,Libra
Bernard Bosson,Libra
Rachid Bouchareb,Libra
Jim Bouton,Libra
Stephen Boyd,Libra
Bill Bradley,Libra
Michael Brandon,Libra
Rory Bremner,Libra
Louis Caput,Libra
Pierre Cardin,Libra
Ruth Cardoso,Libra
Magnus Carlsen,Libra
Martine Carol,Libra
Zoumana Camara,Libra
James F. Calvert,Libra
Cab Calloway,Libra
Gerald P. Carr,Libra
Nino Castelnuovo,Libra
Julie Chen,Libra
Lauren Chapin,Libra
Manu Chao,Libra
Jean-Baptiste Chanfreau,Libra
Marge Champion,Libra
Jo Ann Castle,Libra
"Anne, Princess Royal",Libra
Prince Friso of Orange-Nassau,Libra
Tovah Feldshuh,Libra
Tony Robbins,Libra
Colette,Libra
Quincy Jones,Libra
Christian Louboutin,Libra
Eileen Brennan,Libra
Peter Lawford,Libra
Barbara Bouchet,Libra
Lionel Potillon,Libra
Delta Burke,Libra
Rachel Dolezal,Libra
Kendall Schmidt,Libra
Andrea Russett,Libra
Danica Patrick,Libra
Taylor Twellman,Libra
Boris Johnson,Libra
Biagio Antonacci,Libra
Marina Kaye,Libra
Don Diablo,Libra
Sander Van Doorn,Libra
Ummet Ozcan,Libra
Lynne Ramsay,Libra
Miles Heizer,Libra
Gloria Grahame,Libra
Gates McFadden,Libra
Mario Casas,Libra
Joan Fontaine,Libra
Anna Nicole Smith,Libra
Noah Munck,Libra
Ida Lupino,Libra
Romain Duris,Libra
Patty Jenkins,Libra
Sergio Leone,Libra
Sally Struthers,Libra
Frances Dee,Libra
Ian Ziering,Libra
Tom Franco,Libra
Diana Dors,Libra
Tinto Brass,Libra
Claudette Colbert,Libra
John Garfield,Libra
Rudolph Valentino,Libra
Guy Madison,Libra
Joe Montana,Libra
Warren Moon,Libra
Otto Graham,Libra
Jimmy Buffett,Libra
B. J. Thomas,Libra
Isabelle Boulay,Libra
Janis Paige,Libra
Caterina Valente,Libra
Tionne Watkins,Libra
Heinrich George,Libra
Ulrich Noethen,Libra
Clara Calamai,Libra
Giovanna Mezzogiorno,Libra
Luigi Comencini,Libra
Nanni Moretti,Libra
Isa Miranda,Libra
Karin Viard,Libra
Kitty Courbois,Libra
Isa Hoes,Libra
Ines Torelli,Libra
Monica Lewinsky,Libra
Carlo Conti,Libra
Michele Zarrillo,Libra
Jamie Oliver,Libra
Daniel Middleton,Libra
Tony Parker,Libra
Emeril Lagasse,Libra
Magda Szubanski,Libra
Sidney Crosby,Libra
Melody Thomas Scott,Libra
Joseph Brodsky,Libra
John Quincy Adams,Libra
Woodrow Wilson,Libra
Katie Couric,Libra
Jérôme Rothen,Libra
Stéphane Dalmat,Libra
Sylvain Wiltord,Libra
Pancho Villa,Libra
Regis Toomey,Libra
Mireille Darc,Libra
Shila Amzah,Libra
Bernard Cribbins,Libra
Ed Koch,Libra
Daniel Orton,Libra
Robert Lewandowski,Libra
Scott Hoying,Libra
Doja Cat,Libra
Travis Clark,Libra
Monty Hall,Libra
Emma Slater,Libra
Bill Medley,Libra
Adam Irigoyen,Libra
Kevin Staut,Libra
Elle Mills,Libra
Juliette Greco,Libra
Sean Gullette,Libra
Vittorio Mezzogiorno,Libra
Pierre Trudeau,Libra
Chuck Close,Libra
John McEnroe,Libra
Giovanni Morassutti,Libra
Nico Tortorella,Libra
Alexis Thorpe,Libra
Loulou Gasté,Libra
Cary Grant,Libra
Mark Helprin,Libra
Otto Klemperer,Libra
Shawn Andrews,Libra
Daphne du Maurier,Libra
Lou Barlow,Libra
Eva Cassidy,Libra
Theodore Sturgeon,Libra
Ross Macdonald,Libra
Jean Babilée,Libra
Pete Holmes,Libra
Dilma Rousseff,Libra
Tom Cassell,Libra
Crystal Bowersox,Libra
Tom Pierson,Libra
Christoph Blocher,Libra
Kit Bond,Libra
Luis Cernuda,Libra
Pierre Clostermann,Libra
Cameron Dallas￼ ￼ ￼,Libra
Jo Cox,Libra
Chetan Bhagat,Libra
Bill Melendez,Libra
Kevin G. Schmidt,Libra
Jack Lord,Libra
Ethel Barrymore,Libra
Chris Pratt,Scorpio
Jessica Chastain,Scorpio
Tyrese Gibson,Scorpio
Daniel Craig,Scorpio
Garrett Hedlund,Scorpio
James Franco,Scorpio
Naomi Watts,Scorpio
Ashley Benson,Scorpio
Analeigh Tipton,Scorpio
Kevin Smith,Scorpio
Mara Wilson,Scorpio
Jaden Smith,Scorpio
Paulina Porizkova,Scorpio
Billy Dee Williams,Scorpio
Aria Giovanni,Scorpio
James Gandolfini,Scorpio
Gabriel Mann,Scorpio
Rob Schneider,Scorpio
Chris Evans (actor),Scorpio
Valerie Bertinelli,Scorpio
Eric Balfour,Scorpio
Jaime Murray,Scorpio
Abhishek Bachchan,Scorpio
Hrithik Roshan,Scorpio
Shah Rukh Khan,Scorpio
Rob Riggle,Scorpio
Izabella Miko,Scorpio
Grace Kelly,Scorpio
Ed O'Neill,Scorpio
Jasmine Trinca,Scorpio
Jessica Simpson,Scorpio
Johnny Carson,Scorpio
Groucho Marx,Scorpio
Drew Carey,Scorpio
Bebe Neuwirth,Scorpio
Kathy Najimy,Scorpio
Peter Capaldi,Scorpio
Laurie Metcalf,Scorpio
Hugh O'Brian,Scorpio
Anne Bancroft,Scorpio
David Strathairn,Scorpio
Vanessa Paradis,Scorpio
Jonathan Brandis,Scorpio
Arianna Huffington,Scorpio
Jared Cohen,Scorpio
David Gilmour,Scorpio
Vin Diesel,Scorpio
Norman Reedus,Scorpio
Clint Eastwood,Scorpio
Charlton Heston,Scorpio
Nicole Kidman,Scorpio
Robin Williams,Scorpio
Jim Caviezel,Scorpio
Edward Norton,Scorpio
Taylor Swift,Scorpio
David Lynch,Scorpio
Bette Davis,Scorpio
River Phoenix,Scorpio
Michael Douglas,Scorpio
Robert Wagner,Scorpio
Richard Harris,Scorpio
Penny Marshall,Scorpio
Elia Kazan,Scorpio
Robin Gibb,Scorpio
Maurice Gibb,Scorpio
Bernard Giraudeau,Scorpio
Sharon Gless,Scorpio
John Glenn,Scorpio
Gracie Gold,Scorpio
Liz Greene,Scorpio
Anouk Grinberg,Scorpio
Romain Grosjean,Scorpio
Miriam Hopkins,Scorpio
Dennis Hopper,Scorpio
Janet Jackson,Scorpio
Jean-Pierre Jeunet,Scorpio
Ruby Keeler,Scorpio
Alexander Klaws,Scorpio
Paul Klee,Scorpio
Susan Kohner,Scorpio
Wanda Landowska,Scorpio
Alberto Lattuada,Scorpio
Renaud Lavillenie,Scorpio
Auriol Lee,Scorpio
Suzanne Lenglen,Scorpio
Liev Schreiber,Scorpio
Jim Carrey,Scorpio
Leonard Nimoy,Scorpio
Frank Gorshin,Scorpio
Janet Leigh,Scorpio
Oliver Stone,Scorpio
Katharine Hepburn,Scorpio
Rob Reiner,Scorpio
Ed Harris,Scorpio
Diane Keaton,Scorpio
Katharine Isabelle,Scorpio
Katy Perry,Scorpio
Kelly McGillis,Scorpio
Justin Bieber,Scorpio
Blaise Matuidi,Scorpio
Jimmy Page,Scorpio
Julio Iglesias,Scorpio
Roger Daltrey,Scorpio
Bill Berry,Scorpio
Chad Smith,Scorpio
Danny Wood,Scorpio
Aretha Franklin,Scorpio
Diego Costa,Scorpio
Laurent Koscielny,Scorpio
Rafael Nadal,Scorpio
Anton Chekhov,Scorpio
Gustave Flaubert,Scorpio
Paul Auster,Scorpio
Richard Roundtree,Scorpio
Julia Gillard,Scorpio
Bernie Sanders,Scorpio
Hillary Rodham Clinton,Scorpio
Chris Christie,Scorpio
Arthur C. Clarke,Scorpio
Nastassja Kinski,Scorpio
Susan Hayward,Scorpio
Stacy Keach,Scorpio
Charlotte Rae,Scorpio
Stendhal,Scorpio
Samuel Beckett,Scorpio
Mark Twain,Scorpio
John Irving,Scorpio
George Eliot,Scorpio
Georges Simenon,Scorpio
George Orwell,Scorpio
Yara Shahidi,Scorpio
Chuck Berry,Scorpio
John Lydon,Scorpio
Bootsy Collins,Scorpio
Glen Campbell,Scorpio
Derek Jeter,Scorpio
Diego Maradona,Scorpio
Edgar Allan Poe,Scorpio
Arjun Rampal,Scorpio
Mariel Hemingway,Scorpio
Mary Astor,Scorpio
Enrique Iglesias,Scorpio
Esha Deol,Scorpio
James Whitmore,Scorpio
Lionel Barrymore,Scorpio
Louise Brooks,Scorpio
Victoria Abril,Scorpio
Joanna Cassidy,Scorpio
Susan Dey,Scorpio
Ione Skye,Scorpio
Linda Evans,Scorpio
June Diane Raphael,Scorpio
Bernadette Peters,Scorpio
Chloë Sevigny,Scorpio
Liam Payne,Scorpio
Doug McClure,Scorpio
James Caan,Scorpio
Peggy Fleming,Scorpio
Diana Ross,Scorpio
Jacqueline Kennedy Onassis,Scorpio
Grace Slick,Scorpio
Jonas Salk,Scorpio
Margaret Trudeau,Scorpio
Pat Boone,Scorpio
Ed Asner,Scorpio
Wally Cox,Scorpio
Arthur Fiedler,Scorpio
Beau Bridges,Scorpio
Davy Crockett,Scorpio
Björk,Scorpio
Cheech Marin,Scorpio
Sarah Vaughan,Scorpio
Justin Roiland,Scorpio
Brad Pickett,Scorpio
Joe Lally,Scorpio
S. Sreesanth,Scorpio
Maria Callas,Scorpio
Chaka Khan,Scorpio
Tori Amos,Scorpio
Ann Wilson,Scorpio
Gladys Knight,Scorpio
Debbie Harry,Scorpio
Édith Piaf,Scorpio
Lana Del Rey,Scorpio
Toni Tennille,Scorpio
Vikki Carr,Scorpio
John Fogerty,Scorpio
Prince (musician),Scorpio
Stevie Ray Vaughan,Scorpio
Graham Nash,Scorpio
Robin Zander,Scorpio
Justin Hayward,Scorpio
Bryan Ferry,Scorpio
Mike Patton,Scorpio
Missy Elliott,Scorpio
Ian Rankin,Scorpio
Gore Vidal,Scorpio
Vaslav Nijinsky,Scorpio
Rex Harrington,Scorpio
Gary Snyder,Scorpio
Amy Lowell,Scorpio
Denise Levertov,Scorpio
Patty Loveless,Scorpio
Claudia Schiffer,Scorpio
Phil Mickelson,Scorpio
Lewis Hamilton,Scorpio
Vladimir Putin,Scorpio
Graham Norton,Scorpio
Ivan Bunin,Scorpio
Vladimir Mayakovsky,Scorpio
Charles Brackett,Scorpio
Adore Delano,Scorpio
Dean Stockwell,Scorpio
Amanda Lear,Scorpio
Leonard Bernstein,Scorpio
Samantha Ronson,Scorpio
David Guetta,Scorpio
Margaret Thatcher,Scorpio
Liliane Bettencourt,Scorpio
Wilfried Peeters,Scorpio
Jennifer Love Hewitt,Scorpio
Victoria Justice,Scorpio
Eva Longoria,Scorpio
Bernard Hinault,Scorpio
Jennifer Coolidge,Scorpio
Robert Hossein,Scorpio
Keith Richards,Scorpio
George Harrison,Scorpio
Oliver Reed,Scorpio
Russell Peters,Scorpio
Valeria Golino,Scorpio
Amy Brenneman,Scorpio
Emily Dickinson,Scorpio
Fernando Pessoa,Scorpio
Italo Calvino,Scorpio
Christian Prudhomme,Scorpio
Judith Rakers,Scorpio
Nina Ruge,Scorpio
Tisha Sterling,Scorpio
Nicola Sturgeon,Scorpio
Valentina Tereshkova,Scorpio
Ivana Trump,Scorpio
Diane von Fürstenberg,Scorpio
Reggie Bush,Scorpio
Linda McCartney,Scorpio
Stephanie Pratt,Scorpio
Jens Voigt,Scorpio
Charles Weidman,Scorpio
Ted Williams,Scorpio
Robert Woodrow Wilson,Scorpio
Graham Yost,Scorpio
Neile Adams,Scorpio
Natacha Amal,Scorpio
Vito Antuofermo,Scorpio
Jane Asher,Scorpio
Laurent Baffie,Scorpio
Federico Bahamontes,Scorpio
John Drew Barrymore,Scorpio
Marie-Christine Barrault,Scorpio
Bob Barker,Scorpio
Yehuda Barkan,Scorpio
Jean-Pierre Balligand,Scorpio
Dominique Baudis,Scorpio
Stuart Bell,Scorpio
Andy Benes,Scorpio
Giuseppe Bergomi,Scorpio
Louis Bertignac,Scorpio
Olivier Besancenot,Scorpio
Tony Blackburn,Scorpio
Ritchie Blackmore,Scorpio
Hal Blaine,Scorpio
Rico Blanco,Scorpio
Patrick Bloche,Scorpio
Julio Bocca,Scorpio
Paul Vanden Boeynants,Scorpio
Simona Ventura,Scorpio
Virginia Bottomley,Scorpio
Phil Bourque,Scorpio
Bill Brock,Scorpio
Sally Brophy,Scorpio
Johan Bruyneel,Scorpio
Judy Canova,Scorpio
Nicolas Canteloup,Scorpio
Mario Capecchi,Scorpio
Riccardo Carapellese,Scorpio
Sylvain Calzati,Scorpio
Rudi Carrell,Scorpio
Jeanne Cherhal,Scorpio
Jacques Chaban-Delmas,Scorpio
Gino Cervi,Scorpio
Lenny Clarke,Scorpio
Marcia Clark,Scorpio
Dick Clark,Scorpio
Giorgio Chinaglia,Scorpio
Imogene Coca,Scorpio
Prince George of Cambridge,Scorpio
Princess Beatrice of the United Kingdom,Scorpio
Dana White,Scorpio
Elijah Kelley,Scorpio
Sandrine Kiberlain,Scorpio
Ryan Coogler,Scorpio
Brandi Glanville,Scorpio
Robert Wise,Scorpio
Melissa Satta,Scorpio
Jeanne Crain,Scorpio
Russ Tamblyn,Scorpio
Terry Bradshaw,Scorpio
Ed Sanders,Scorpio
Joanna Lumley,Scorpio
Mitzi Gaynor,Scorpio
Halsey (singer),Scorpio
Reince Priebus,Scorpio
Martha Stewart,Scorpio
Hillary Clinton,Scorpio
Thomas Edison,Scorpio
Sigmund Freud,Scorpio
Caitlyn Jenner,Scorpio
Stedman Graham,Scorpio
Lali Espósito,Scorpio
Dominique Swain,Scorpio
Rosalind Russell,Scorpio
Uri Geller,Scorpio
Storm Reid,Scorpio
Doug Savant,Scorpio
Otto Knows,Scorpio
Sebastian Ingrosso,Scorpio
Michael Mann,Scorpio
Thomas Lennon,Scorpio
Graham Greene,Scorpio
Cliff Robertson,Scorpio
Harvey Weinstein,Scorpio
Kay Lenz,Scorpio
Loretta Swit,Scorpio
Jeff Conaway,Scorpio
Tracey Ullman,Scorpio
Matthew Morrison,Scorpio
Johnny Weissmuller,Scorpio
Nina Hartley,Scorpio
Hope Lange,Scorpio
Gavin MacLeod,Scorpio
Gavin Rossdale,Scorpio
Robert Altman,Scorpio
Patrick Macnee,Scorpio
Hildegard Knef,Scorpio
Fran Tarkenton,Scorpio
Bill Monroe,Scorpio
Sandie Shaw,Scorpio
Zarah Leander,Scorpio
Sharleen Spiteri,Scorpio
Branka Katić,Scorpio
Amel Bent,Scorpio
Axelle Red,Scorpio
Dannii Minogue,Scorpio
Rainhard Fendrich,Scorpio
Liliana Cavani,Scorpio
Isabella Ferrari,Scorpio
Silvana Mangano,Scorpio
Stefania Sandrelli,Scorpio
Amedeo Nazzari,Scorpio
Elisabetta Canalis,Scorpio
Danielle Darrieux,Scorpio
Daniel Auteuil,Scorpio
Tauno Palo,Scorpio
Klaus Hagerup,Scorpio
Max Pallenberg,Scorpio
Brody Jenner,Scorpio
Michelle Visage,Scorpio
Chelsea Clinton,Scorpio
Otto Hahn,Scorpio
Jasmine Thompson,Scorpio
Stefan Raab,Scorpio
Kendji Girac,Scorpio
Marco Masini,Scorpio
Giuliano Sangiorgi,Scorpio
Ethan Dolan,Scorpio
Grayson Dolan,Scorpio
Seán William McLoughlin,Scorpio
Olly Alexander,Scorpio
Una Healy,Scorpio
Manu Payet,Scorpio
Helen Keller,Scorpio
Jack Nicklaus,Scorpio
Pascal Nouma,Scorpio
Bobby Knight,Scorpio
Charles Farrell,Scorpio
Jerry West,Scorpio
Josh Hopkins,Scorpio
Kaia Gerber,Scorpio
Sir Isaac Newton,Scorpio
Red Skelton,Scorpio
Anna Massey,Scorpio
Daniela Katzenberger,Scorpio
Kimberly Guilfoyle,Scorpio
Daisy Fuentes,Scorpio
Ben Platt,Scorpio
Bertrand Russell,Scorpio
Giovanni Niubo,Scorpio
Jay B,Scorpio
Bill Cosby,Scorpio
Giovanni Gronchi,Scorpio
Tia Hellebaut,Scorpio
Johan Jongkind,Scorpio
Henry McLeish,Scorpio
Narendra Modi,Scorpio
Giacomo Leopardi,Scorpio
Ozzy Osbourne,Scorpio
Neil Young,Scorpio
Marquis de Sade,Scorpio
Michel Foucault,Scorpio
Robert A. Heinlein,Scorpio
Katt Williams,Scorpio
Dave Davies,Scorpio
Neal Cassady,Scorpio
Keshia Knight Pulliam,Scorpio
Rickie Lee Jones,Scorpio
Svika Pick,Scorpio
Mary Pierce,Scorpio
Giuliano Amato,Scorpio
Irina Baronova,Scorpio
Tonino Benacquista,Scorpio
Scarlett Johansson,Sagittarius
Alison Brie,Sagittarius
Vera Farmiga,Sagittarius
Troian Bellisario,Sagittarius
Sebastian Stan,Sagittarius
Jada Pinkett Smith,Sagittarius
Sarah Silverman,Sagittarius
Yaya DaCosta,Sagittarius
Pierre-Gilles de Gennes,Sagittarius
Jamie Lee Curtis,Sagittarius
Jenna Marbles,Sagittarius
Courtney Thorne-Smith,Sagittarius
Shirley Temple,Sagittarius
Rosanna Arquette,Sagittarius
Bridget Fonda,Sagittarius
Kevin Kline,Sagittarius
Kim Kardashian,Sagittarius
Asha Parekh,Sagittarius
Mark-Paul Gosselaar,Sagittarius
Joseph Fiennes,Sagittarius
Daphne Zuniga,Sagittarius
Elvis Presley,Sagittarius
Isabella Rossellini,Sagittarius
Teri Garr,Sagittarius
Paris Hilton,Sagittarius
Bruce Lee,Sagittarius
Jordan Ladd,Sagittarius
Rita Wilson,Sagittarius
Danny Glover,Sagittarius
Kirk Cameron,Sagittarius
Julian Assange,Sagittarius
Maureen McCormick,Sagittarius
Brian Littrell,Sagittarius
Shania Twain,Sagittarius
Prince William,Sagittarius
Princess Diana,Sagittarius
Brad Pitt,Sagittarius
Sylvester Stallone,Sagittarius
Nicolas Cage,Sagittarius
Iain Glen,Sagittarius
Jessica Biel,Sagittarius
Marlon Brando,Sagittarius
Winona Ryder,Sagittarius
Katharine McPhee,Sagittarius
Sean Penn,Sagittarius
Catherine Zeta-Jones,Sagittarius
Alicia Witt,Sagittarius
Jodie Foster,Sagittarius
Alyssa Milano,Sagittarius
Ian McKellen,Sagittarius
John Derek,Sagittarius
Elizabeth Taylor,Sagittarius
Minnie Driver,Sagittarius
Raquel Welch,Sagittarius
Ray Liotta,Sagittarius
Anja Rubik,Sagittarius
Bob Geldof,Sagittarius
George Gershwin,Sagittarius
Kahlil Gibran,Sagittarius
Adam Gilchrist,Sagittarius
Ludovic Giuly,Sagittarius
Joyce Grenfell,Sagittarius
Stanislav Grof,Sagittarius
Lleyton Hewitt,Sagittarius
Dwayne Hickman,Sagittarius
Hermann Hesse,Sagittarius
Dale Jarrett,Sagittarius
Eartha Kitt,Sagittarius
Burt Lancaster,Sagittarius
Elissa Landi,Sagittarius
Lee Latchford-Evans,Sagittarius
Sue Lawley,Sagittarius
Jennifer Lawrence,Sagittarius
Pierre Lescure,Sagittarius
Vincent Lindon,Sagittarius
Marcello Lippi,Sagittarius
Leona Lewis,Sagittarius
Giovanni Lombardi,Sagittarius
Marine Lorphelin,Sagittarius
Riley Keough,Sagittarius
Mickey Rooney,Sagittarius
Joan Cusack,Sagittarius
Michael Chiklis,Sagittarius
Robert Duvall,Sagittarius
Jesse Spencer,Sagittarius
Calista Flockhart,Sagittarius
John Mayall,Sagittarius
Sarah McLachlan,Sagittarius
Gianni Morandi,Sagittarius
Robert Plant,Sagittarius
Elton John,Sagittarius
Linda Ronstadt,Sagittarius
Gloria Estefan,Sagittarius
Peter Buck,Sagittarius
Bob Marley,Sagittarius
Ray Manzarek,Sagittarius
Patrice Evra,Sagittarius
Bastian Schweinsteiger,Sagittarius
Warren Buffett,Sagittarius
Charles Mingus,Sagittarius
Ruby Dee,Sagittarius
Dorian Harewood,Sagittarius
Arsenio Hall,Sagittarius
Oprah Winfrey,Sagittarius
Joe Biden,Sagittarius
Brigitte Bardot,Sagittarius
Pat Morita,Sagittarius
Wes Craven,Sagittarius
Kathryn Bigelow,Sagittarius
Nelson Mandela,Sagittarius
Sinéad O'Connor,Sagittarius
Emmanuelle Seigner,Sagittarius
L. Ron Hubbard,Sagittarius
Hal Holbrook,Sagittarius
Simone de Beauvoir,Sagittarius
Ralph Ellison,Sagittarius
Lewis Carroll,Sagittarius
Henning Mankell,Sagittarius
Isabel Allende,Sagittarius
Sterling Hayden,Sagittarius
Agatha Christie,Sagittarius
Alice Walker,Sagittarius
Buddy Holly,Sagittarius
Tom Waits,Sagittarius
Jimi Hendrix,Sagittarius
Frank Zappa,Sagittarius
Kellie Martin,Sagittarius
Neymar,Sagittarius
Paul Pogba,Sagittarius
Randeep Hooda,Sagittarius
Sanjay Dutt,Sagittarius
Marcello Mastroianni,Sagittarius
Edward G. Robinson,Sagittarius
Fred Astaire,Sagittarius
Fabio Testi,Sagittarius
Gloria Swanson,Sagittarius
Jackie Cooper,Sagittarius
Lee Van Cleef,Sagittarius
Peter Finch,Sagittarius
David Faustino,Sagittarius
Kristy McNichol,Sagittarius
Jane Curtin,Sagittarius
Virginie Ledoyen,Sagittarius
Malcolm X,Sagittarius
Mimi Fariña,Sagittarius
Caroline Kennedy,Sagittarius
Willie Mays,Sagittarius
Joe Namath,Sagittarius
Mickey Mantle,Sagittarius
Audie Murphy,Sagittarius
Roger Staubach,Sagittarius
Ty Cobb,Sagittarius
Michael Crawford,Sagittarius
Eva Riccobono,Sagittarius
Bob Dylan,Sagittarius
Leo Buscaglia,Sagittarius
Steve Allen,Sagittarius
Courtney Stodden,Sagittarius
Maïwenn,Sagittarius
Breckin Meyer,Sagittarius
Rip Torn,Sagittarius
CM Punk,Sagittarius
Kesha,Sagittarius
Liam Gallagher,Sagittarius
Damon Albarn,Sagittarius
Kapil Dev,Sagittarius
Stephanie McMahon,Sagittarius
Patti Smith,Sagittarius
Siouxsie Sioux,Sagittarius
Kelly Rowland,Sagittarius
Erykah Badu,Sagittarius
Patti Page,Sagittarius
Ian Gillan,Sagittarius
Eric Burdon,Sagittarius
Dave Mustaine,Sagittarius
Marc Bolan,Sagittarius
Joeystarr,Sagittarius
Iain Banks,Sagittarius
Mickey Spillane,Sagittarius
Erik Bruhn,Sagittarius
Johnny Mathis,Sagittarius
Katherine Mansfield,Sagittarius
Eleanor Roosevelt,Sagittarius
Barbara Bush,Sagittarius
Bo Burnham,Sagittarius
Margaret Cho,Sagittarius
Jackie Mason,Sagittarius
Adam Carolla,Sagittarius
Cheryl Cole,Sagittarius
Terri Clark,Sagittarius
Rosanne Cash,Sagittarius
Janie Fricke,Sagittarius
Grace Jones,Sagittarius
Linda Perry,Sagittarius
Hannah Teter,Sagittarius
Bethany Hamilton,Sagittarius
Angela Merkel,Sagittarius
Meg Tilly,Sagittarius
Jack Paar,Sagittarius
Michelle Phan,Sagittarius
James Hunt,Sagittarius
Lindsay Wagner,Sagittarius
Dale Bozzio,Sagittarius
Cazuza,Sagittarius
Noam Chomsky,Sagittarius
Laurent Naouri,Sagittarius
Michael Nouri,Sagittarius
Pierre Niney,Sagittarius
Jennifer O'Neill,Sagittarius
Austin Pendleton,Sagittarius
Anne Hathaway,Sagittarius
Bradley Cooper,Sagittarius
Michael Fassbender,Sagittarius
Mark Ruffalo,Sagittarius
Evan Rachel Wood,Sagittarius
Jude Law,Sagittarius
Fairuza Balk,Sagittarius
Edward Everett Horton,Sagittarius
Booker T. Jones,Sagittarius
Karen Allen,Sagittarius
Edward James Olmos,Sagittarius
Anjelica Huston,Sagittarius
Eva Marie Saint,Sagittarius
Annie Potts,Sagittarius
Philip Roth,Sagittarius
John Milton,Sagittarius
Hans Christian Andersen,Sagittarius
Rien Poortvliet,Sagittarius
